Record Date,Security Type Description,Security Class Description,Debt Held by the Public (in Millions),Intragovernmental Holdings (in Millions),Total Public Debt Outstanding (in Millions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2005-11-30,Marketable,Treasury Inflation-Protected Securities,327806.909,100.42,327907.329,4,2006,1,2005,4,11,30
2005-11-30,Total Marketable,_,4166481.4986,18781.975,4185263.4836,6,2006,1,2005,4,11,30
2005-11-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2006,1,2005,4,11,30
2005-11-30,Nonmarketable,Foreign Series,2985.649,0,2985.649,8,2006,1,2005,4,11,30
2005-11-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2006,1,2005,4,11,30
2005-11-30,Nonmarketable,State and Local Government Series,231466.51,0,231466.51,10,2006,1,2005,4,11,30
2005-11-30,Nonmarketable,United States Savings Securities,204578.7962032,0,204578.7962032,11,2006,1,2005,4,11,30
2005-11-30,Nonmarketable,Government Account Series,68681.30386874,3364137.47209447,3432817.87996321,12,2006,1,2005,4,11,30
2005-11-30,Nonmarketable,Other,5212.995,0,5212.995,13,2006,1,2005,4,11,30
2005-10-31,Total Public Debt Outstanding,_,4650515.77659046,3376607.05897519,8027122.94956565,15,2006,1,2005,4,10,31
2005-10-31,Marketable,Bills,932553.629,4042.335,936595.964,1,2006,1,2005,4,10,31
2005-10-31,Marketable,Bonds,520490.6757,211.087,520701.7627,3,2006,1,2005,4,10,31
2005-10-31,Marketable,Treasury Inflation-Protected Securities,323917.899,108.555,324026.454,4,2006,1,2005,4,10,31
2005-10-31,Marketable,Notes,2335502.835,468.772,2335971.607,2,2006,1,2005,4,10,31
2005-10-31,Marketable,Federal Financing Bank,0,14000,14000.01,5,2006,1,2005,4,10,31
2005-10-31,Total Marketable,_,4112465.0387,18830.749,4131295.7977,6,2006,1,2005,4,10,31
2005-10-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2006,1,2005,4,10,31
2005-10-31,Nonmarketable,State and Local Government Series,226929.11797,0,226929.11797,10,2006,1,2005,4,10,31
2005-10-31,Nonmarketable,United States Savings Securities,203889.9867302,0,203889.9867302,11,2006,1,2005,4,10,31
2005-10-31,Nonmarketable,Government Account Series,68939.01410526,3357776.30997519,3426716.42808045,12,2006,1,2005,4,10,31
2005-10-31,Nonmarketable,Foreign Series,3085.649,0,3085.649,8,2006,1,2005,4,10,31
2005-10-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2006,1,2005,4,10,31
2005-10-31,Nonmarketable,Other,5210.737085,0,5210.737085,13,2006,1,2005,4,10,31
2005-10-31,Total Nonmarketable,_,538050.73789046,3357776.30997519,3895828.15186565,14,2006,1,2005,4,10,31
2005-09-30,Total Public Debt Outstanding,_,4601239.25179304,3331471.34307372,7932709.70886676,15,2005,4,2005,3,09,30
2005-09-30,Marketable,Bills,910322.534,3942.03,914264.564,1,2005,4,2005,3,09,30
2005-09-30,Marketable,Notes,2328212.656,574.815,2328787.471,2,2005,4,2005,3,09,30
2005-09-30,Marketable,Bonds,520506.909,196.555,520703.464,3,2005,4,2005,3,09,30
2005-09-30,Marketable,Treasury Inflation-Protected Securities,307011.13,113.359,307124.489,4,2005,4,2005,3,09,30
2005-09-30,Marketable,Federal Financing Bank,0,14000,14000.01,5,2005,4,2005,3,09,30
2005-09-30,Total Marketable,_,4066053.229,18826.759,4084879.998,6,2005,4,2005,3,09,30
2005-09-30,Nonmarketable,Foreign Series,3085.649,0,3085.649,8,2005,4,2005,3,09,30
2005-09-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2005,4,2005,3,09,30
2005-09-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2005,4,2005,3,09,30
2005-09-30,Nonmarketable,Other,5214.352907,0,5214.352907,13,2005,4,2005,3,09,30
2005-09-30,Nonmarketable,State and Local Government Series,225283.074,0,225283.074,10,2005,4,2005,3,09,30
2005-09-30,Nonmarketable,United States Savings Securities,203644.9380022,0,203644.9380022,11,2005,4,2005,3,09,30
2005-09-30,Nonmarketable,Government Account Series,67960.77588384,3312643.58407372,3380605.46395756,12,2005,4,2005,3,09,30
2005-09-30,Total Nonmarketable,_,535186.02279304,3312643.58407372,3847829.71086676,14,2005,4,2005,3,09,30
2005-08-31,Total Nonmarketable,_,526669.30875295,3293812.59761051,3820482.30536346,14,2005,4,2005,3,08,31
2005-08-31,Total Public Debt Outstanding,_,4614278.81175295,3312654.29861051,7926932.51936346,15,2005,4,2005,3,08,31
2005-08-31,Marketable,Bills,949431.42,3820.368,953251.788,1,2005,4,2005,3,08,31
2005-08-31,Marketable,Federal Financing Bank,0,14000,14000.01,5,2005,4,2005,3,08,31
2005-08-31,Marketable,Notes,2312054.839,683.535,2312738.374,2,2005,4,2005,3,08,31
2005-08-31,Marketable,Bonds,520501.992,205.882,520707.874,3,2005,4,2005,3,08,31
2005-08-31,Marketable,Treasury Inflation-Protected Securities,305622.252,130.916,305753.168,4,2005,4,2005,3,08,31
2005-08-31,Total Marketable,_,4087610.503,18840.701,4106451.214,6,2005,4,2005,3,08,31
2005-08-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2005,4,2005,3,08,31
2005-08-31,Nonmarketable,Foreign Series,2985.649,0,2985.649,8,2005,4,2005,3,08,31
2005-08-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2005,4,2005,3,08,31
2005-08-31,Nonmarketable,State and Local Government Series,217723.542,0,217723.542,10,2005,4,2005,3,08,31
2005-08-31,Nonmarketable,United States Savings Securities,203808.1279192,0,203808.1279192,11,2005,4,2005,3,08,31
2005-08-31,Nonmarketable,Government Account Series,67041.92891475,3293812.59761051,3360855.92552526,12,2005,4,2005,3,08,31
2005-08-31,Nonmarketable,Other,5112.827919,0,5112.827919,13,2005,4,2005,3,08,31
2005-07-31,Total Public Debt Outstanding,_,4580784.36959972,3306833.73190063,7887618.11150035,15,2005,4,2005,3,07,31
2005-07-31,Marketable,Bills,938407.495,3835.634,942243.129,1,2005,4,2005,3,07,31
2005-07-31,Marketable,Bonds,529767.632,208.556,529976.188,3,2005,4,2005,3,07,31
2005-07-31,Marketable,Treasury Inflation-Protected Securities,305518.885,105.503,305624.388,4,2005,4,2005,3,07,31
2005-07-31,Marketable,Notes,2285419.8,640.653,2286060.453,2,2005,4,2005,3,07,31
2005-07-31,Marketable,Federal Financing Bank,0,14000,14000.01,5,2005,4,2005,3,07,31
2005-07-31,Total Marketable,_,4059113.812,18790.346,4077904.168,6,2005,4,2005,3,07,31
2005-07-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2005,4,2005,3,07,31
2005-07-31,Nonmarketable,Foreign Series,2985.649,0,2985.649,8,2005,4,2005,3,07,31
2005-07-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2005,4,2005,3,07,31
2005-07-31,Nonmarketable,State and Local Government Series,213050.876,0,213050.876,10,2005,4,2005,3,07,31
2005-07-31,Nonmarketable,United States Savings Securities,204143.8508282,0,204143.8508282,11,2005,4,2005,3,07,31
2005-07-31,Nonmarketable,Government Account Series,66379.88630352,3288043.38590063,3354424.27220415,12,2005,4,2005,3,07,31
2005-07-31,Nonmarketable,Other,5113.062468,0,5113.062468,13,2005,4,2005,3,07,31
2005-07-31,Total Nonmarketable,_,521669.55759972,3288043.38590063,3809712.94350035,14,2005,4,2005,3,07,31
2005-06-30,Total Public Debt Outstanding,_,4527696.71965302,3308799.13232822,7836496.32898124,15,2005,3,2005,2,06,30
2005-06-30,Marketable,Bills,920023.208,3379.898,923403.106,1,2005,3,2005,2,06,30
2005-06-30,Marketable,Notes,2272340.445,720.778,2273061.223,2,2005,3,2005,2,06,30
2005-06-30,Marketable,Bonds,529746.38435,235.485,529981.86935,3,2005,3,2005,2,06,30
2005-06-30,Marketable,Treasury Inflation-Protected Securities,290532.75251448,117.64943967,290650.40195415,4,2005,3,2005,2,06,30
2005-06-30,Marketable,Federal Financing Bank,0,14000,14000.01,5,2005,3,2005,2,06,30
2005-06-30,Total Marketable,_,4012641.78986448,18453.81043967,4031095.61030415,6,2005,3,2005,2,06,30
2005-06-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2005,3,2005,2,06,30
2005-06-30,Nonmarketable,Foreign Series,2985.649,0,2985.649,8,2005,3,2005,2,06,30
2005-06-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2005,3,2005,2,06,30
2005-06-30,Nonmarketable,United States Savings Securities,204217.38671803,0,204217.38671803,11,2005,3,2005,2,06,30
2005-06-30,Nonmarketable,Government Account Series,65998.72714698,3290345.32188855,3356343.51603553,12,2005,3,2005,2,06,30
2005-06-30,Nonmarketable,Other,5113.30803571,0,5113.30803571,13,2005,3,2005,2,06,30
2005-06-30,Nonmarketable,State and Local Government Series,206743.62588782,0,206743.62588782,10,2005,3,2005,2,06,30
2005-06-30,Total Nonmarketable,_,515054.92978854,3290345.32188855,3805399.71867709,14,2005,3,2005,2,06,30
2005-05-31,Nonmarketable,Foreign Series,5881.365,0,5881.365,8,2005,3,2005,2,05,31
2005-05-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2005,3,2005,2,05,31
2005-05-31,Nonmarketable,State and Local Government Series,200361.768,0,200361.768,10,2005,3,2005,2,05,31
2005-05-31,Nonmarketable,United States Savings Securities,204306.9531022,0,204306.9531022,11,2005,3,2005,2,05,31
2005-05-31,Nonmarketable,Government Account Series,65049.60573391,3217106.3807449,3282155.98647881,12,2005,3,2005,2,05,31
2005-05-31,Nonmarketable,Other,5014.914,0,5014.914,13,2005,3,2005,2,05,31
2005-05-31,Total Nonmarketable,_,510610.83883611,3217106.3807449,3727716.21958101,14,2005,3,2005,2,05,31
2005-05-31,Total Public Debt Outstanding,_,4542377.67983611,3235501.6537449,7777880.34358101,15,2005,3,2005,2,05,31
2005-05-31,Marketable,Bills,957659.8,3636.632,961296.432,1,2005,3,2005,2,05,31
2005-05-31,Marketable,Notes,2255535.025,561.872,2256096.897,2,2005,3,2005,2,05,31
2005-05-31,Marketable,Bonds,529909.957,158.922,530068.879,3,2005,3,2005,2,05,31
2005-05-31,Marketable,Treasury Inflation-Protected Securities,288662.059,38.847,288700.906,4,2005,3,2005,2,05,31
2005-05-31,Marketable,Federal Financing Bank,0,14000,14000.01,5,2005,3,2005,2,05,31
2005-05-31,Total Marketable,_,4031766.841,18396.273,4050163.124,6,2005,3,2005,2,05,31
2005-05-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2005,3,2005,2,05,31
2005-04-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2005,3,2005,2,04,30
2005-04-30,Nonmarketable,Other,5015.189185,0,5015.189185,13,2005,3,2005,2,04,30
2005-04-30,Nonmarketable,United States Savings Securities,204206.3898562,0,204206.3898562,11,2005,3,2005,2,04,30
2005-04-30,Nonmarketable,Government Account Series,64348.78076783,3195269.85622658,3259618.69999441,12,2005,3,2005,2,04,30
2005-04-30,Nonmarketable,Foreign Series,5981.365,0,5981.365,8,2005,3,2005,2,04,30
2005-04-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2005,3,2005,2,04,30
2005-04-30,Total Nonmarketable,_,498580.54180903,3195269.85622658,3693851.46103561,14,2005,3,2005,2,04,30
2005-04-30,Total Public Debt Outstanding,_,4551064.60380903,3213472.28122658,7764536.95803561,15,2005,3,2005,2,04,30
2005-04-30,Marketable,Bills,987773.542,3542.786,991316.328,1,2005,3,2005,2,04,30
2005-04-30,Marketable,Notes,2241205.191,464.413,2241669.604,2,2005,3,2005,2,04,30
2005-04-30,Marketable,Bonds,537069.766,155.435,537225.201,3,2005,3,2005,2,04,30
2005-04-30,Marketable,Treasury Inflation-Protected Securities,286435.563,39.791,286475.354,4,2005,3,2005,2,04,30
2005-04-30,Marketable,Federal Financing Bank,0,14000,14000.01,5,2005,3,2005,2,04,30
2005-04-30,Total Marketable,_,4052484.062,18202.425,4070686.497,6,2005,3,2005,2,04,30
2005-04-30,Nonmarketable,State and Local Government Series,189032.584,0,189032.584,10,2005,3,2005,2,04,30
2005-03-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2005,2,2005,1,03,31
2005-03-31,Nonmarketable,Other,4878.578485,0,4878.578485,13,2005,2,2005,1,03,31
2005-03-31,Nonmarketable,United States Savings Securities,204248.0707122,0,204248.0707122,11,2005,2,2005,1,03,31
2005-03-31,Nonmarketable,Government Account Series,62682.68537175,3186209.89598794,3248892.62235969,12,2005,2,2005,1,03,31
2005-03-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2005,2,2005,1,03,31
2005-03-31,Nonmarketable,State and Local Government Series,179004.801747,0,179004.801747,10,2005,2,2005,1,03,31
2005-03-31,Total Nonmarketable,_,486891.73431595,3186209.89598794,3673101.67130389,14,2005,2,2005,1,03,31
2005-03-31,Total Public Debt Outstanding,_,4572715.51055295,3204223.37955094,7776938.94110389,15,2005,2,2005,1,03,31
2005-03-31,Marketable,Bills,1055765.058,3335.94,1059100.998,1,2005,2,2005,1,03,31
2005-03-31,Marketable,Bonds,537057.6048,171.035,537228.6398,3,2005,2,2005,1,03,31
2005-03-31,Marketable,Treasury Inflation-Protected Securities,266821.169437,15.786563,266836.956,4,2005,2,2005,1,03,31
2005-03-31,Marketable,Notes,2226179.944,490.722,2226670.666,2,2005,2,2005,1,03,31
2005-03-31,Marketable,Federal Financing Bank,0,14000,14000.01,5,2005,2,2005,1,03,31
2005-03-31,Total Marketable,_,4085823.776237,18013.483563,4103837.2698,6,2005,2,2005,1,03,31
2005-03-31,Nonmarketable,Foreign Series,6081.365,0,6081.365,8,2005,2,2005,1,03,31
2005-02-28,Total Public Debt Outstanding,_,4508287.78561759,3204849.91797376,7713138.25059135,15,2005,2,2005,1,02,28
2005-02-28,Marketable,Bills,1028386.908,2472,1030858.908,1,2005,2,2005,1,02,28
2005-02-28,Marketable,Notes,2205828.658,44,2205872.658,2,2005,2,2005,1,02,28
2005-02-28,Marketable,Bonds,537234.023,0,537234.023,3,2005,2,2005,1,02,28
2005-02-28,Marketable,Treasury Inflation-Protected Securities,266338.3881,10.8409,266349.229,4,2005,2,2005,1,02,28
2005-02-28,Marketable,Federal Financing Bank,0,14000,14000.01,5,2005,2,2005,1,02,28
2005-02-28,Total Marketable,_,4037787.9771,16526.8409,4054314.828,6,2005,2,2005,1,02,28
2005-02-28,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2005,2,2005,1,02,28
2005-02-28,Nonmarketable,Foreign Series,6181.365,0,6181.365,8,2005,2,2005,1,02,28
2005-02-28,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2005,2,2005,1,02,28
2005-02-28,Nonmarketable,State and Local Government Series,164007.857,0,164007.857,10,2005,2,2005,1,02,28
2005-02-28,Nonmarketable,United States Savings Securities,204471.3671022,0,204471.3671022,11,2005,2,2005,1,02,28
2005-02-28,Nonmarketable,Government Account Series,61061.21241539,3188323.07707376,3249384.82648915,12,2005,2,2005,1,02,28
2005-02-28,Nonmarketable,Other,4780.774,0,4780.774,13,2005,2,2005,1,02,28
2005-02-28,Total Nonmarketable,_,470498.80851759,3188323.07707376,3658823.42259135,14,2005,2,2005,1,02,28
2005-01-31,Total Public Debt Outstanding,_,4428221.37537347,3199522.47611383,7627743.0534873,15,2005,2,2005,1,01,31
2005-01-31,Marketable,Bills,984816.622,2022,986838.622,1,2005,2,2005,1,01,31
2005-01-31,Marketable,Notes,2167268.133,49,2167317.133,2,2005,2,2005,1,01,31
2005-01-31,Marketable,Bonds,539401.722,141,539542.722,3,2005,2,2005,1,01,31
2005-01-31,Marketable,Treasury Inflation-Protected Securities,267255.729199,10.755801,267266.485,4,2005,2,2005,1,01,31
2005-01-31,Marketable,Federal Financing Bank,0,14000,14000.01,5,2005,2,2005,1,01,31
2005-01-31,Total Marketable,_,3958742.206199,16222.755801,3974964.972,6,2005,2,2005,1,01,31
2005-01-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2005,2,2005,1,01,31
2005-01-31,Nonmarketable,Foreign Series,6181.365,0,6181.365,8,2005,2,2005,1,01,31
2005-01-31,Nonmarketable,United States Savings Securities,204446.37021648,0,204446.37021648,11,2005,2,2005,1,01,31
2005-01-31,Nonmarketable,Government Account Series,60319.85195799,3183298.72031283,3243618.76427082,12,2005,2,2005,1,01,31
2005-01-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2005,2,2005,1,01,31
2005-01-31,Nonmarketable,State and Local Government Series,163753.553,0,163753.553,10,2005,2,2005,1,01,31
2005-01-31,Nonmarketable,Other,4780.796,0,4780.796,13,2005,2,2005,1,01,31
2005-01-31,Total Nonmarketable,_,469479.16917447,3183298.72031283,3652779.0814873,14,2005,2,2005,1,01,31
2004-12-31,Marketable,Notes,2157067.051,54,2157121.051,2,2005,1,2004,4,12,31
2004-12-31,Marketable,Bonds,539406.499,140.644,539547.143,3,2005,1,2004,4,12,31
2004-12-31,Marketable,Treasury Inflation-Protected Securities,245930.160199,10.755801,245940.916,4,2005,1,2004,4,12,31
2004-12-31,Marketable,Federal Financing Bank,0,14000,14000.01,5,2005,1,2004,4,12,31
2004-12-31,Total Marketable,_,3943592.965199,16188.313801,3959781.289,6,2005,1,2004,4,12,31
2004-12-31,Nonmarketable,United States Savings Securities,204454.46130384,0,204454.46130384,11,2005,1,2004,4,12,31
2004-12-31,Nonmarketable,Government Account Series,58985.91448913,3171565.13583219,3230551.05032132,12,2005,1,2004,4,12,31
2004-12-31,Nonmarketable,Other,4795.835,0,4795.835,13,2005,1,2004,4,12,31
2004-12-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2005,1,2004,4,12,31
2004-12-31,Nonmarketable,Foreign Series,5881.365,0,5881.365,8,2005,1,2004,4,12,31
2004-12-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2005,1,2004,4,12,31
2004-12-31,Nonmarketable,State and Local Government Series,160682.338,0,160682.338,10,2005,1,2004,4,12,31
2004-12-31,Total Nonmarketable,_,464796.14679297,3171565.13583219,3636362.28262516,14,2005,1,2004,4,12,31
2004-12-31,Total Public Debt Outstanding,_,4408389.11199197,3187753.44963319,7596143.57162516,15,2005,1,2004,4,12,31
2004-12-31,Marketable,Bills,1001189.255,1982.914,1003172.169,1,2005,1,2004,4,12,31
2004-11-30,Total Nonmarketable,_,461205.34459861,3100394.83154779,3561599.3221464,14,2005,1,2004,4,11,30
2004-11-30,Total Public Debt Outstanding,_,4407906.58479761,3117302.77334879,7525210.2331464,15,2005,1,2004,4,11,30
2004-11-30,Marketable,Bills,1028303.679,2456.271,1030759.95,1,2005,1,2004,4,11,30
2004-11-30,Marketable,Notes,2134317.565,54,2134371.565,2,2005,1,2004,4,11,30
2004-11-30,Marketable,Bonds,539414.588,140.644,539555.232,3,2005,1,2004,4,11,30
2004-11-30,Marketable,Treasury Inflation-Protected Securities,244666.408199,10.755801,244677.164,4,2005,1,2004,4,11,30
2004-11-30,Marketable,Federal Financing Bank,0,14246.271,14246,5,2005,1,2004,4,11,30
2004-11-30,Total Marketable,_,3946702.240199,16907.941801,3963609.911,6,2005,1,2004,4,11,30
2004-11-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2005,1,2004,4,11,30
2004-11-30,Nonmarketable,State and Local Government Series,157753.515,0,157753.515,10,2005,1,2004,4,11,30
2004-11-30,Nonmarketable,United States Savings Securities,204425.2281022,0,204425.2281022,11,2005,1,2004,4,11,30
2004-11-30,Nonmarketable,Foreign Series,5881.365,0,5881.365,8,2005,1,2004,4,11,30
2004-11-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2005,1,2004,4,11,30
2004-11-30,Nonmarketable,Government Account Series,58468.14549641,3100394.83154779,3158863.1230442,12,2005,1,2004,4,11,30
2004-11-30,Nonmarketable,Other,4679.858,0,4679.858,13,2005,1,2004,4,11,30
2004-10-31,Total Public Debt Outstanding,_,4318485.04041943,3111191.52525266,7429677.02367209,14,2005,1,2004,4,10,31
2004-10-31,Marketable,Bills,979561.808,2386.15,981947.958,1,2005,1,2004,4,10,31
2004-10-31,Marketable,Notes,2124509.583,54,2124563.583,2,2005,1,2004,4,10,31
2004-10-31,Marketable,Bonds,551902.107,140.671,552042.778,3,2005,1,2004,4,10,31
2004-10-31,Marketable,Treasury Inflation-Protected Securities,244163.79,10.751,244174.541,4,2005,1,2004,4,10,31
2004-10-31,Total Marketable,_,3900137.288,2591.572,3902728.86,5,2005,1,2004,4,10,31
2004-10-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,6,2005,1,2004,4,10,31
2004-10-31,Nonmarketable,Foreign Series,5881.365,0,5881.365,7,2005,1,2004,4,10,31
2004-10-31,Nonmarketable,Other,4680.12158,0,4680.12158,12,2005,1,2004,4,10,31
2004-10-31,Nonmarketable,United States Savings Securities,204298.8860572,0,204298.8860572,10,2005,1,2004,4,10,31
2004-10-31,Nonmarketable,Government Account Series,12967.61278223,3108600.95325266,3121569.02403489,11,2005,1,2004,4,10,31
2004-10-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,8,2005,1,2004,4,10,31
2004-10-31,Nonmarketable,State and Local Government Series,160522.534,0,160522.534,9,2005,1,2004,4,10,31
2004-10-31,Total Nonmarketable,_,418347.75241943,3108600.95325266,3526949.16367209,13,2005,1,2004,4,10,31
2004-09-30,Nonmarketable,Other,4669.12262889,0,4669.12262889,12,2004,4,2004,3,09,30
2004-09-30,Total Nonmarketable,_,461490.23990088,3071462.4201834,3532951.80608428,13,2004,4,2004,3,09,30
2004-09-30,Total Public Debt Outstanding,_,4307345.32259514,3071708.2574214,7379052.72601654,14,2004,4,2004,3,09,30
2004-09-30,Marketable,Bills,961449.202,30.4,961479.602,1,2004,4,2004,3,09,30
2004-09-30,Marketable,Notes,2109494.1716,64,2109558.1716,2,2004,4,2004,3,09,30
2004-09-30,Marketable,Bonds,551904.1454,140.671,552044.8164,3,2004,4,2004,3,09,30
2004-09-30,Marketable,Treasury Inflation-Protected Securities,223007.56369426,10.766238,223018.32993226,4,2004,4,2004,3,09,30
2004-09-30,Total Marketable,_,3845855.08269426,245.837238,3846100.91993226,5,2004,4,2004,3,09,30
2004-09-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,6,2004,4,2004,3,09,30
2004-09-30,Nonmarketable,Foreign Series,5881.36459,0,5881.36459,7,2004,4,2004,3,09,30
2004-09-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,8,2004,4,2004,3,09,30
2004-09-30,Nonmarketable,State and Local Government Series,158214.08216163,0,158214.08216163,9,2004,4,2004,3,09,30
2004-09-30,Nonmarketable,United States Savings Securities,204200.73550179,0,204200.73550179,10,2004,4,2004,3,09,30
2004-09-30,Nonmarketable,Government Account Series,58527.70201857,3071462.4201834,3129990.26820197,11,2004,4,2004,3,09,30
2004-08-31,Total Nonmarketable,_,458003.88029113,3052243.29610573,3510247.32239686,13,2004,4,2004,3,08,31
2004-08-31,Total Public Debt Outstanding,_,4298491.59591435,3052458.09636623,7350949.83828058,14,2004,4,2004,3,08,31
2004-08-31,Marketable,Notes,2088509.0333395,44.7292605,2088553.7626,2,2004,4,2004,3,08,31
2004-08-31,Marketable,Bonds,551909.586,140.671,552050.257,3,2004,4,2004,3,08,31
2004-08-31,Marketable,Bills,976732.266,30.4,976762.666,1,2004,4,2004,3,08,31
2004-08-31,Marketable,Treasury Inflation-Protected Securities,223336.83028372,0,223336.83028372,4,2004,4,2004,3,08,31
2004-08-31,Total Marketable,_,3840487.71562322,215.8002605,3840703.51588372,5,2004,4,2004,3,08,31
2004-08-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,6,2004,4,2004,3,08,31
2004-08-31,Nonmarketable,Foreign Series,5881.36459,0,5881.36459,7,2004,4,2004,3,08,31
2004-08-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,8,2004,4,2004,3,08,31
2004-08-31,Nonmarketable,State and Local Government Series,154922.74088816,0,154922.74088816,9,2004,4,2004,3,08,31
2004-08-31,Nonmarketable,Other,4584.34704739,0,4584.34704739,12,2004,4,2004,3,08,31
2004-08-31,Nonmarketable,United States Savings Securities,204232.35768004,0,204232.35768004,10,2004,4,2004,3,08,31
2004-08-31,Nonmarketable,Government Account Series,58386.83708554,3052243.29610573,3110630.27919127,11,2004,4,2004,3,08,31
2004-07-31,Marketable,Bills,962514.165,30.4,962544.565,1,2004,4,2004,3,07,31
2004-07-31,Marketable,Treasury Inflation-Protected Securities,222608.84492147,0,222608.84492147,4,2004,4,2004,3,07,31
2004-07-31,Total Marketable,_,3808259.77503447,215.740687,3808475.51572147,5,2004,4,2004,3,07,31
2004-07-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,6,2004,4,2004,3,07,31
2004-07-31,Nonmarketable,Foreign Series,6431.36459,0,6431.36459,7,2004,4,2004,3,07,31
2004-07-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,8,2004,4,2004,3,07,31
2004-07-31,Nonmarketable,State and Local Government Series,156803.29789324,0,156803.29789324,9,2004,4,2004,3,07,31
2004-07-31,Nonmarketable,United States Savings Securities,204558.54306858,0,204558.54306858,10,2004,4,2004,3,07,31
2004-07-31,Nonmarketable,Government Account Series,57293.64049777,3048437.57030685,3105732.21080462,11,2004,4,2004,3,07,31
2004-07-31,Nonmarketable,Other,4570.24619534,0,4570.24619534,12,2004,4,2004,3,07,31
2004-07-31,Total Nonmarketable,_,459654.32524493,3048437.57030685,3508091.89555178,13,2004,4,2004,3,07,31
2004-07-31,Total Public Debt Outstanding,_,4267913.1002794,3048654.31099385,7316568.41127325,14,2004,4,2004,3,07,31
2004-07-31,Marketable,Notes,2067221.049913,44.669687,2067265.7196,2,2004,4,2004,3,07,31
2004-07-31,Marketable,Bonds,555915.7152,140.671,556056.3862,3,2004,4,2004,3,07,31
2004-06-30,Marketable,Bills,946758.913,30.4,946789.313,1,2004,3,2004,2,06,30
2004-06-30,Marketable,Notes,2052220.6766,43.45,2052264.1266,2,2004,3,2004,2,06,30
2004-06-30,Marketable,Bonds,555923.0633,140.671,556063.7343,3,2004,3,2004,2,06,30
2004-06-30,Marketable,Treasury Inflation-Protected Securities,200390.89972449,0,200390.89972449,4,2004,3,2004,2,06,30
2004-06-30,Total Marketable,_,3755293.55262449,214.521,3755508.07362449,5,2004,3,2004,2,06,30
2004-06-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,6,2004,3,2004,2,06,30
2004-06-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,8,2004,3,2004,2,06,30
2004-06-30,Nonmarketable,Foreign Series,6431.36459,0,6431.36459,7,2004,3,2004,2,06,30
2004-06-30,Nonmarketable,State and Local Government Series,161474.49351161,0,161474.49351161,9,2004,3,2004,2,06,30
2004-06-30,Nonmarketable,Other,4570.51236399,0,4570.51236399,12,2004,3,2004,2,06,30
2004-06-30,Nonmarketable,United States Savings Securities,204630.51366939,0,204630.51366939,10,2004,3,2004,2,06,30
2004-06-30,Nonmarketable,Government Account Series,56513.81833106,3055209.80964229,3111724.10297335,11,2004,3,2004,2,06,30
2004-06-30,Total Nonmarketable,_,463616.93546605,3055209.80964229,3518827.22010834,13,2004,3,2004,2,06,30
2004-06-30,Total Public Debt Outstanding,_,4218910.48809054,3055425.33064229,7274335.29373283,14,2004,3,2004,2,06,30
2004-05-31,Nonmarketable,Other,4416.00295414,0,4416.00295414,13,2004,3,2004,2,05,31
2004-05-31,Total Nonmarketable,_,462703.38893212,2989089.97415454,3451793.36308666,14,2004,3,2004,2,05,31
2004-05-31,Total Public Debt Outstanding,_,4207088.17356171,2989295.04515454,7196383.21871625,15,2004,3,2004,2,05,31
